customer_id,Recency,Frequency,Monetary,Cluster,DBSCAN_Label,Segment
CUST0052,1,8,15959.9,1,0,Loyal Customers
CUST0053,3,16,32013.08,2,0,Champions
CUST0054,2,16,30511.13,2,0,Champions
CUST0055,2,14,25588.190000000002,2,0,Champions
CUST0056,1,17,32250.9,2,0,Champions
CUST0057,7,10,20076.57,1,0,Loyal Customers
CUST0058,6,8,15936.63,1,0,Loyal Customers
CUST0059,1,11,23073.49,1,0,Loyal Customers
CUST0060,1,9,16301.25,1,0,Loyal Customers
CUST0061,2,13,28397.63,2,0,Champions
CUST0062,2,18,32766.96,2,0,Champions
CUST0063,1,14,29677.18,2,0,Champions
CUST0064,1,9,15664.76,1,0,Loyal Customers
CUST0065,1,14,26059.59,2,0,Champions
CUST0066,1,19,31978.9,2,0,Champions
CUST0067,2,19,33363.09,2,0,Champions
CUST0068,1,11,19775.65,1,0,Loyal Customers
CUST0069,1,19,36402.42,2,0,Champions
CUST0070,2,12,17809.23,1,0,Loyal Customers
CUST0071,4,8,17203.82,1,0,Loyal Customers
CUST0072,1,8,16007.33,1,0,Loyal Customers
CUST0073,5,15,26204.36,2,0,Champions
CUST0074,2,19,35187.08,2,0,Champions
CUST0075,1,14,24575.22,2,0,Champions
CUST0076,2,13,22696.61,1,0,Loyal Customers
CUST0077,3,17,31863.58,2,0,Champions
CUST0078,2,14,25498.02,2,0,Champions
CUST0079,4,13,23396.059999999998,1,0,Loyal Customers
CUST0080,1,12,21782.87,1,0,Loyal Customers
CUST0081,4,19,32369.02,2,0,Champions
CUST0082,1,12,21557.9,1,0,Loyal Customers
CUST0083,1,14,26343.62,2,0,Champions
CUST0084,5,11,22981.37,1,0,Loyal Customers
CUST0085,1,9,18311.81,1,0,Loyal Customers
CUST0086,1,14,30286.49,2,0,Champions
CUST0087,1,15,29599.14,2,0,Champions
CUST0088,2,12,25676.66,1,0,Loyal Customers
CUST0089,4,15,29039.579999999998,2,0,Champions
CUST0090,1,9,17917.5,1,0,Loyal Customers
CUST0091,1,16,29398.73,2,0,Champions
CUST0092,1,14,25435.72,2,0,Champions
CUST0093,5,17,27099.02,2,0,Champions
CUST0094,1,8,14504.61,1,0,Loyal Customers
CUST0095,2,9,20512.42,1,0,Loyal Customers
CUST0096,1,16,29946.73,2,0,Champions
CUST0097,3,8,14535.74,1,0,Loyal Customers
CUST0098,3,11,20752.2,1,0,Loyal Customers
CUST0099,2,13,26106.46,2,0,Champions
CUST0100,2,11,18918.6,1,0,Loyal Customers
CUST0101,1,19,37503.39,2,0,Champions
CUST0102,1,15,29726.14,2,0,Champions
CUST0103,2,12,21536.92,1,0,Loyal Customers
CUST0104,1,17,32503.01,2,0,Champions
CUST0105,2,14,27570.18,2,0,Champions
CUST0106,1,10,21355.61,1,0,Loyal Customers
CUST0107,1,16,28681.61,2,0,Champions
CUST0108,1,10,18043.86,1,0,Loyal Customers
CUST0109,1,17,32993.71,2,0,Champions
CUST0110,2,18,32780.06,2,0,Champions
CUST0111,1,8,14861.73,1,0,Loyal Customers
CUST0112,3,17,33276.37,2,0,Champions
CUST0113,1,9,17153.28,1,0,Loyal Customers
CUST0114,2,17,29096.15,2,0,Champions
CUST0115,1,9,19116.03,1,0,Loyal Customers
CUST0116,3,15,27177.53,2,0,Champions
CUST0117,2,18,33999.58,2,0,Champions
CUST0118,1,18,36321.56,2,0,Champions
CUST0119,1,16,30176.36,2,0,Champions
CUST0120,1,10,21803.65,1,0,Loyal Customers
CUST0121,96,11,7780.0,0,1,At Risk
CUST0122,97,6,5112.4,0,1,At Risk
CUST0123,96,11,8262.34,0,1,At Risk
CUST0124,92,10,6568.87,0,1,At Risk
CUST0125,92,9,5793.1900000000005,0,1,At Risk
CUST0126,112,10,8105.49,0,1,At Risk
CUST0127,94,11,9443.13,0,1,At Risk
CUST0128,113,7,4036.8399999999997,0,1,At Risk
CUST0129,100,6,5468.17,0,1,At Risk
CUST0130,93,9,7860.06,0,1,At Risk
CUST0131,97,11,8013.01,0,1,At Risk
CUST0132,91,7,5651.85,0,1,At Risk
CUST0133,95,10,7590.11,0,1,At Risk
CUST0134,96,5,3788.91,0,1,At Risk
CUST0135,95,4,2805.0,0,1,At Risk
CUST0136,113,4,2507.5699999999997,0,1,At Risk
CUST0137,108,10,6937.9,0,1,At Risk
CUST0138,99,6,5492.67,0,1,At Risk
CUST0139,103,8,5907.26,0,1,At Risk
CUST0140,107,4,3028.0699999999997,0,1,At Risk
CUST0141,93,6,5072.41,0,1,At Risk
CUST0142,105,6,3896.35,0,1,At Risk
CUST0143,98,4,2354.29,0,1,At Risk
CUST0144,94,11,9404.529999999999,0,1,At Risk
CUST0145,121,6,3768.8599999999997,0,1,At Risk
CUST0146,96,11,8855.6,0,1,At Risk
CUST0147,98,11,8425.71,0,1,At Risk
CUST0148,140,5,4435.12,0,1,At Risk
CUST0149,97,9,7551.84,0,1,At Risk
CUST0150,95,8,5306.71,0,1,At Risk
CUST0151,92,9,7669.07,0,1,At Risk
CUST0152,103,6,3487.5499999999997,0,1,At Risk
CUST0153,93,9,6334.68,0,1,At Risk
CUST0154,110,6,4915.969999999999,0,1,At Risk
CUST0155,95,6,4973.47,0,1,At Risk
CUST0156,95,9,4758.219999999999,0,1,At Risk
CUST0157,110,5,3634.19,0,1,At Risk
CUST0158,93,11,7798.4,0,1,At Risk
CUST0159,143,7,6197.59,0,-1,At Risk
CUST0160,98,4,3429.73,0,1,At Risk
CUST0161,109,7,4399.06,0,1,At Risk
CUST0162,93,7,3947.31,0,1,At Risk
CUST0163,116,5,4740.71,0,1,At Risk
CUST0164,121,9,5896.43,0,1,At Risk
CUST0165,99,4,2667.89,0,1,At Risk
CUST0166,105,4,3055.39,0,1,At Risk
CUST0167,99,10,8112.92,0,1,At Risk
CUST0168,129,11,8837.960000000001,0,-1,At Risk
CUST0169,100,8,6301.379999999999,0,1,At Risk
CUST0170,105,10,6427.01,0,1,At Risk
CUST0171,92,11,8543.43,0,1,At Risk
CUST0172,103,5,3848.02,0,1,At Risk
CUST0173,122,7,4013.87,0,1,At Risk
CUST0174,117,4,2176.5,0,1,At Risk
CUST0175,107,5,3459.68,0,1,At Risk
CUST0176,101,9,5716.75,0,1,At Risk
CUST0177,118,11,7801.47,0,1,At Risk
CUST0178,94,5,3734.49,0,1,At Risk
CUST0179,100,11,8790.76,0,1,At Risk
CUST0180,102,4,2926.0299999999997,0,1,At Risk
CUST0181,91,10,8038.43,0,1,At Risk
CUST0182,95,11,8336.16,0,1,At Risk
CUST0183,92,8,6478.58,0,1,At Risk
CUST0184,91,10,7046.04,0,1,At Risk
CUST0185,107,5,4541.54,0,1,At Risk
CUST0186,103,8,6853.7699999999995,0,1,At Risk
CUST0187,113,4,3477.52,0,1,At Risk
CUST0188,97,5,3526.34,0,1,At Risk
CUST0189,110,6,5082.530000000001,0,1,At Risk
CUST0190,103,4,2603.92,0,1,At Risk
CUST0191,94,7,5090.99,0,1,At Risk
CUST0192,108,10,8317.58,0,1,At Risk
CUST0193,105,5,3493.3599999999997,0,1,At Risk
CUST0194,101,5,3659.72,0,1,At Risk
CUST0195,95,6,3932.3500000000004,0,1,At Risk
CUST0196,115,9,5797.13,0,1,At Risk
CUST0197,92,10,6953.1,0,1,At Risk
CUST0198,96,6,5062.19,0,1,At Risk
CUST0199,92,10,6191.16,0,1,At Risk
CUST0200,105,10,6915.85,0,1,At Risk
CUST0201,115,7,5717.29,0,1,At Risk
CUST0202,99,8,6451.0,0,1,At Risk
CUST0203,97,6,3104.99,0,1,At Risk
CUST0204,91,11,8414.26,0,1,At Risk
CUST0205,137,5,3606.2700000000004,0,1,At Risk
CUST0206,102,5,3056.57,0,1,At Risk
CUST0207,106,6,3915.33,0,1,At Risk
CUST0208,132,4,2976.6,0,1,At Risk
CUST0209,117,6,4313.96,0,1,At Risk
CUST0210,100,11,9162.08,0,1,At Risk
CUST0211,126,5,4540.96,0,1,At Risk
CUST0212,106,4,2531.85,0,1,At Risk
CUST0213,105,7,5236.34,0,1,At Risk
CUST0214,117,4,2934.25,0,1,At Risk
CUST0215,115,9,6769.5199999999995,0,1,At Risk
CUST0216,91,7,5513.93,0,1,At Risk
CUST0217,119,6,4611.64,0,1,At Risk
CUST0218,94,6,5257.01,0,1,At Risk
CUST0219,110,8,6592.31,0,1,At Risk
CUST0220,109,11,8397.11,0,1,At Risk
CUST0221,115,6,5048.7300000000005,0,1,At Risk
CUST0222,94,8,6130.31,0,1,At Risk
CUST0223,104,5,2626.55,0,1,At Risk
CUST0224,112,9,6917.51,0,1,At Risk
CUST0225,94,8,4421.61,0,1,At Risk
CUST0226,94,11,7314.4800000000005,0,1,At Risk
CUST0227,102,9,7381.66,0,1,At Risk
CUST0228,99,9,6791.62,0,1,At Risk
CUST0229,108,9,6639.8,0,1,At Risk
CUST0230,106,9,6807.26,0,1,At Risk
CUST0231,93,6,3743.84,0,1,At Risk
CUST0232,99,6,4136.8099999999995,0,1,At Risk
CUST0233,100,8,6339.24,0,1,At Risk
CUST0234,108,5,4696.0599999999995,0,1,At Risk
CUST0235,99,6,3376.22,0,1,At Risk
CUST0236,96,7,5596.65,0,1,At Risk
CUST0237,125,5,4071.58,0,1,At Risk
CUST0238,113,5,4030.7,0,1,At Risk
CUST0239,118,6,4953.56,0,1,At Risk
CUST0240,118,6,4549.18,0,1,At Risk
CUST0241,111,10,6793.92,0,1,At Risk
CUST0242,96,7,4448.32,0,1,At Risk
CUST0243,96,11,6894.0,0,1,At Risk
CUST0244,115,4,2796.71,0,1,At Risk
CUST0245,96,11,7449.04,0,1,At Risk
CUST0246,94,10,8437.82,0,1,At Risk
CUST0247,103,8,5097.21,0,1,At Risk
CUST0248,92,11,9294.289999999999,0,1,At Risk
CUST0249,103,4,2706.3199999999997,0,1,At Risk
CUST0250,150,6,4705.05,0,-1,At Risk
CUST0251,9,1,261.87,3,2,Potential Loyalists
CUST0252,7,1,171.58,3,2,Potential Loyalists
CUST0253,6,1,420.78,3,2,Potential Loyalists
CUST0254,3,2,727.7,3,2,Potential Loyalists
CUST0255,8,1,141.2,3,2,Potential Loyalists
CUST0256,1,2,594.05,3,2,Potential Loyalists
CUST0257,7,1,528.62,3,2,Potential Loyalists
CUST0258,4,2,322.1,3,2,Potential Loyalists
CUST0259,7,2,614.37,3,2,Potential Loyalists
CUST0260,3,2,608.3100000000001,3,2,Potential Loyalists
CUST0261,3,2,357.21000000000004,3,2,Potential Loyalists
CUST0262,5,2,917.24,3,2,Potential Loyalists
CUST0263,3,2,1102.12,3,2,Potential Loyalists
CUST0264,13,1,452.52,3,2,Potential Loyalists
CUST0265,8,1,438.86,3,2,Potential Loyalists
CUST0266,3,2,790.0899999999999,3,2,Potential Loyalists
CUST0267,11,1,579.74,3,2,Potential Loyalists
CUST0268,6,2,328.22,3,2,Potential Loyalists
CUST0269,10,1,374.45,3,2,Potential Loyalists
CUST0270,9,2,714.13,3,2,Potential Loyalists
CUST0271,3,1,496.53,3,2,Potential Loyalists
CUST0272,3,2,755.8,3,2,Potential Loyalists
CUST0273,13,2,734.31,3,2,Potential Loyalists
CUST0274,12,1,462.69,3,2,Potential Loyalists
CUST0275,2,1,303.89,3,2,Potential Loyalists
CUST0276,2,2,398.5,3,2,Potential Loyalists
CUST0277,4,2,440.94,3,2,Potential Loyalists
CUST0278,13,1,249.14,3,2,Potential Loyalists
CUST0279,8,2,852.3199999999999,3,2,Potential Loyalists
CUST0280,1,1,128.08,3,2,Potential Loyalists
CUST0281,12,1,363.78,3,2,Potential Loyalists
CUST0282,2,1,183.73,3,2,Potential Loyalists
CUST0283,13,1,116.63,3,2,Potential Loyalists
CUST0284,13,2,899.3,3,2,Potential Loyalists
CUST0285,2,2,671.27,3,2,Potential Loyalists
CUST0286,13,2,826.52,3,2,Potential Loyalists
CUST0287,5,1,510.13,3,2,Potential Loyalists
CUST0288,1,2,291.71000000000004,3,2,Potential Loyalists
CUST0289,5,2,828.43,3,2,Potential Loyalists
CUST0290,9,1,317.63,3,2,Potential Loyalists
CUST0291,3,2,466.72,3,2,Potential Loyalists
CUST0292,9,2,710.2,3,2,Potential Loyalists
CUST0293,6,2,947.5699999999999,3,2,Potential Loyalists
CUST0294,14,1,538.1,3,2,Potential Loyalists
CUST0295,1,1,215.92,3,2,Potential Loyalists
CUST0296,8,1,253.85,3,2,Potential Loyalists
CUST0297,2,1,136.5,3,2,Potential Loyalists
CUST0298,1,1,459.36,3,2,Potential Loyalists
CUST0299,7,1,117.8,3,2,Potential Loyalists
CUST0300,7,2,691.49,3,2,Potential Loyalists
CUST0301,8,2,913.53,3,2,Potential Loyalists
CUST0302,1,1,322.09,3,2,Potential Loyalists
CUST0303,13,1,354.45,3,2,Potential Loyalists
CUST0304,2,1,533.02,3,2,Potential Loyalists
CUST0305,14,1,489.02,3,2,Potential Loyalists
CUST0306,4,2,854.78,3,2,Potential Loyalists
CUST0307,8,1,239.72,3,2,Potential Loyalists
CUST0308,1,2,1072.02,3,2,Potential Loyalists
CUST0309,13,1,453.19,3,2,Potential Loyalists
CUST0310,9,2,680.51,3,2,Potential Loyalists
CUST0311,3,2,622.9,3,2,Potential Loyalists
CUST0312,1,2,422.41999999999996,3,2,Potential Loyalists
CUST0313,6,2,570.23,3,2,Potential Loyalists
CUST0314,12,1,308.7,3,2,Potential Loyalists
CUST0315,4,2,1041.88,3,2,Potential Loyalists
CUST0316,9,1,368.52,3,2,Potential Loyalists
CUST0317,15,1,269.66,3,2,Potential Loyalists
CUST0318,6,2,857.0899999999999,3,2,Potential Loyalists
CUST0319,15,1,491.58,3,2,Potential Loyalists
CUST0320,3,2,680.5899999999999,3,2,Potential Loyalists
CUST0321,1,2,991.0699999999999,3,2,Potential Loyalists
CUST0322,6,1,138.93,3,2,Potential Loyalists
CUST0323,1,1,223.48,3,2,Potential Loyalists
CUST0324,12,1,320.04,3,2,Potential Loyalists
CUST0325,8,2,690.86,3,2,Potential Loyalists
CUST0326,11,2,651.29,3,2,Potential Loyalists
CUST0327,5,2,781.3000000000001,3,2,Potential Loyalists
CUST0328,4,1,477.27,3,2,Potential Loyalists
CUST0329,2,2,579.89,3,2,Potential Loyalists
CUST0330,1,1,351.67,3,2,Potential Loyalists
CUST0331,4,2,901.4100000000001,3,2,Potential Loyalists
CUST0332,5,1,300.75,3,2,Potential Loyalists
CUST0333,2,1,210.25,3,2,Potential Loyalists
CUST0334,7,1,575.41,3,2,Potential Loyalists
CUST0335,7,1,230.46,3,2,Potential Loyalists
CUST0336,10,1,467.35,3,2,Potential Loyalists
CUST0337,11,2,1100.35,3,2,Potential Loyalists
CUST0338,2,1,481.76,3,2,Potential Loyalists
CUST0339,7,1,410.12,3,2,Potential Loyalists
CUST0340,3,2,752.91,3,2,Potential Loyalists
CUST0341,13,1,173.01,3,2,Potential Loyalists
CUST0342,9,1,558.82,3,2,Potential Loyalists
CUST0343,10,1,412.72,3,2,Potential Loyalists
CUST0344,1,2,515.45,3,2,Potential Loyalists
CUST0345,6,2,790.38,3,2,Potential Loyalists
CUST0346,4,2,542.1,3,2,Potential Loyalists
CUST0347,3,2,600.94,3,2,Potential Loyalists
CUST0348,8,2,872.9200000000001,3,2,Potential Loyalists
CUST0349,1,2,697.0500000000001,3,2,Potential Loyalists
CUST0350,7,2,461.48,3,2,Potential Loyalists
CUST0351,7,1,306.18,3,2,Potential Loyalists
CUST0352,11,2,515.76,3,2,Potential Loyalists
CUST0353,11,1,143.54,3,2,Potential Loyalists
CUST0354,13,1,372.75,3,2,Potential Loyalists
CUST0355,8,2,927.4,3,2,Potential Loyalists
CUST0356,8,2,476.62,3,2,Potential Loyalists
CUST0357,1,1,180.85,3,2,Potential Loyalists
CUST0358,11,2,423.01,3,2,Potential Loyalists
CUST0359,7,2,608.46,3,2,Potential Loyalists
CUST0360,5,2,582.8,3,2,Potential Loyalists
CUST0361,9,1,545.12,3,2,Potential Loyalists
CUST0362,15,1,101.92,3,2,Potential Loyalists
CUST0363,4,1,391.56,3,2,Potential Loyalists
CUST0364,11,1,127.26,3,2,Potential Loyalists
CUST0365,15,1,349.6,3,2,Potential Loyalists
CUST0366,5,2,1095.9099999999999,3,2,Potential Loyalists
CUST0367,10,1,271.07,3,2,Potential Loyalists
CUST0368,1,2,517.6,3,2,Potential Loyalists
CUST0369,10,1,376.78,3,2,Potential Loyalists
CUST0370,1,2,586.35,3,2,Potential Loyalists
CUST0371,1,1,524.24,3,2,Potential Loyalists
CUST0372,8,1,496.97,3,2,Potential Loyalists
CUST0373,6,1,411.61,3,2,Potential Loyalists
CUST0374,4,2,974.96,3,2,Potential Loyalists
CUST0375,1,1,110.01,3,2,Potential Loyalists
CUST0376,7,2,670.2,3,2,Potential Loyalists
CUST0377,4,2,402.77,3,2,Potential Loyalists
CUST0378,1,2,872.52,3,2,Potential Loyalists
CUST0379,4,1,208.02,3,2,Potential Loyalists
CUST0380,4,2,864.14,3,2,Potential Loyalists
CUST0381,10,2,612.35,3,2,Potential Loyalists
CUST0382,14,1,226.09,3,2,Potential Loyalists
CUST0383,12,2,476.1,3,2,Potential Loyalists
CUST0384,2,2,332.22,3,2,Potential Loyalists
CUST0385,1,1,519.55,3,2,Potential Loyalists
CUST0386,2,2,745.9300000000001,3,2,Potential Loyalists
CUST0387,12,1,450.43,3,2,Potential Loyalists
CUST0388,3,2,579.97,3,2,Potential Loyalists
CUST0389,14,1,134.22,3,2,Potential Loyalists
CUST0390,4,2,680.74,3,2,Potential Loyalists
CUST0391,8,2,599.6300000000001,3,2,Potential Loyalists
CUST0392,3,2,795.7,3,2,Potential Loyalists
CUST0393,7,1,523.77,3,2,Potential Loyalists
CUST0394,15,1,315.17,3,2,Potential Loyalists
CUST0395,5,2,612.85,3,2,Potential Loyalists
CUST0396,13,1,243.24,3,2,Potential Loyalists
CUST0397,5,2,853.88,3,2,Potential Loyalists
CUST0398,3,2,686.5899999999999,3,2,Potential Loyalists
CUST0399,14,1,448.1,3,2,Potential Loyalists
CUST0400,2,2,272.77,3,2,Potential Loyalists
CUST0401,47,2,426.51,3,1,Potential Loyalists
CUST0402,42,1,70.06,3,1,Potential Loyalists
CUST0403,43,2,563.62,3,1,Potential Loyalists
CUST0404,42,2,410.21,3,1,Potential Loyalists
CUST0405,36,2,337.73,3,1,Potential Loyalists
CUST0406,42,1,221.43,3,1,Potential Loyalists
CUST0407,41,2,216.87,3,1,Potential Loyalists
CUST0408,136,1,202.69,0,1,At Risk
CUST0409,115,2,534.99,0,1,At Risk
CUST0410,118,2,562.24,0,1,At Risk
CUST0411,31,1,303.64,3,1,Potential Loyalists
CUST0412,116,2,519.58,0,1,At Risk
CUST0413,47,3,542.19,3,1,Potential Loyalists
CUST0414,150,2,503.22,0,-1,At Risk
CUST0415,69,1,219.22,3,1,Potential Loyalists
CUST0416,48,3,420.03999999999996,3,1,Potential Loyalists
CUST0417,82,3,660.9,0,1,At Risk
CUST0418,53,3,352.78,3,1,Potential Loyalists
CUST0419,32,3,709.8,3,1,Potential Loyalists
CUST0420,81,3,797.02,0,1,At Risk
CUST0421,74,2,449.28999999999996,0,1,At Risk
CUST0422,43,3,915.65,3,1,Potential Loyalists
CUST0423,49,2,508.52,3,1,Potential Loyalists
CUST0424,42,3,572.69,3,1,Potential Loyalists
CUST0425,56,2,482.8,3,1,Potential Loyalists
CUST0426,113,1,170.15,0,1,At Risk
CUST0427,106,2,612.91,0,1,At Risk
CUST0428,106,2,429.13,0,1,At Risk
CUST0429,37,1,376.4,3,1,Potential Loyalists
CUST0430,70,3,741.48,0,1,At Risk
CUST0431,71,3,743.4200000000001,0,1,At Risk
CUST0432,37,3,584.86,3,1,Potential Loyalists
CUST0433,100,1,215.96,0,1,At Risk
CUST0434,67,3,878.24,0,1,At Risk
CUST0435,143,1,394.63,0,1,At Risk
CUST0436,53,1,383.23,3,1,Potential Loyalists
CUST0437,91,2,642.93,0,1,At Risk
CUST0438,136,1,62.05,0,1,At Risk
CUST0439,127,2,235.98,0,1,At Risk
CUST0440,84,1,272.09,0,1,At Risk
CUST0441,99,3,925.78,0,1,At Risk
CUST0442,68,2,231.18,0,1,At Risk
CUST0443,101,1,295.28,0,1,At Risk
CUST0444,81,1,121.68,0,1,At Risk
CUST0445,45,1,308.49,3,1,Potential Loyalists
CUST0446,123,1,185.53,0,1,At Risk
CUST0447,34,3,829.24,3,1,Potential Loyalists
CUST0448,117,1,182.02,0,1,At Risk
CUST0449,97,1,274.13,0,1,At Risk
CUST0450,48,1,309.3,3,1,Potential Loyalists
CUST0451,93,2,593.4300000000001,0,1,At Risk
CUST0452,71,1,96.67,0,1,At Risk
CUST0453,109,2,222.55,0,1,At Risk
CUST0454,128,1,216.01,0,1,At Risk
CUST0455,118,3,812.22,0,1,At Risk
CUST0456,79,2,271.74,0,1,At Risk
CUST0457,52,3,410.62,3,1,Potential Loyalists
CUST0458,118,1,95.87,0,1,At Risk
CUST0459,125,2,620.44,0,1,At Risk
CUST0460,73,3,692.81,0,1,At Risk
CUST0461,98,3,916.26,0,1,At Risk
CUST0462,116,3,842.63,0,1,At Risk
CUST0463,88,3,891.17,0,1,At Risk
CUST0464,114,1,69.11,0,1,At Risk
CUST0465,51,1,151.81,3,1,Potential Loyalists
CUST0466,60,2,615.52,3,1,Potential Loyalists
CUST0467,92,2,552.64,0,1,At Risk
CUST0468,74,1,129.62,0,1,At Risk
CUST0469,98,1,181.55,0,1,At Risk
CUST0470,99,2,272.33000000000004,0,1,At Risk
CUST0471,133,1,361.9,0,1,At Risk
CUST0472,40,2,595.35,3,1,Potential Loyalists
CUST0473,38,1,93.63,3,1,Potential Loyalists
CUST0474,133,1,272.57,0,1,At Risk
CUST0475,47,2,398.78999999999996,3,1,Potential Loyalists
CUST0476,92,1,213.7,0,1,At Risk
CUST0477,70,1,199.92,3,1,Potential Loyalists
CUST0478,49,3,776.07,3,1,Potential Loyalists
CUST0479,73,1,237.44,0,1,At Risk
CUST0480,36,2,554.32,3,1,Potential Loyalists
CUST0481,86,3,970.86,0,1,At Risk
CUST0482,35,2,461.64,3,1,Potential Loyalists
CUST0483,77,2,487.16999999999996,0,1,At Risk
CUST0484,95,1,255.67,0,1,At Risk
CUST0485,51,2,291.37,3,1,Potential Loyalists
CUST0486,74,3,385.12,0,1,At Risk
CUST0487,86,1,388.3,0,1,At Risk
CUST0488,100,3,390.89,0,1,At Risk
CUST0489,37,2,631.49,3,1,Potential Loyalists
CUST0490,72,2,434.79999999999995,0,1,At Risk
CUST0491,32,3,917.92,3,1,Potential Loyalists
CUST0492,148,1,238.38,0,1,At Risk
CUST0493,69,1,191.98,3,1,Potential Loyalists
CUST0494,34,1,392.11,3,1,Potential Loyalists
CUST0495,60,1,224.42,3,1,Potential Loyalists
CUST0496,103,1,145.08,0,1,At Risk
CUST0497,87,2,514.11,0,1,At Risk
CUST0498,47,2,457.80999999999995,3,1,Potential Loyalists
CUST0499,31,1,171.44,3,1,Potential Loyalists
CUST0500,45,1,61.34,3,1,Potential Loyalists
